Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Pig-tailed macaque gene stable ID,Pig-tailed macaque gene name,Last common ancestor with Pig-tailed macaque,Pig-tailed macaque homology type,%id. target Pig-tailed macaque gene identical to query gene,%id. query gene identical to target Pig-tailed macaque gene,Pig-tailed macaque Gene-order conservation score,Pig-tailed macaque Whole-genome alignment coverage,"Pig-tailed macaque orthology confidence [0 low, 1 high]"
ENSG00000114867,ENSG00000114867.22,ENST00000392537,ENST00000392537.6,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000444134,ENST00000444134.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000442406,ENST00000442406.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000450424,ENST00000450424.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000421110,ENST00000421110.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000435046,ENST00000435046.7,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000382330,ENST00000382330.7,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000413967,ENST00000413967.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000426123,ENST00000426123.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000346169,ENST00000346169.7,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000350481,ENST00000350481.9,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000455679,ENST00000455679.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000485712,ENST00000485712.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000440448,ENST00000440448.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000427141,ENST00000427141.6,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000427845,ENST00000427845.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000342981,ENST00000342981.8,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000424196,ENST00000424196.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000456033,ENST00000456033.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000411531,ENST00000411531.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000444861,ENST00000444861.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000484862,ENST00000484862.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000676206,ENST00000676206.1,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000441154,ENST00000441154.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000428387,ENST00000428387.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000434061,ENST00000434061.6,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000427607,ENST00000427607.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000457456,ENST00000457456.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000493299,ENST00000493299.1,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000676453,ENST00000676453.1,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000448284,ENST00000448284.1,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000466311,ENST00000466311.1,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000482303,ENST00000482303.1,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000422614,ENST00000422614.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000460829,ENST00000460829.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000475721,ENST00000475721.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000464548,ENST00000464548.1,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000478291,ENST00000478291.1,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000115423,ENSG00000115423.19,ENST00000476689,ENST00000476689.5,ENSMNEG00000043693,DNAH6,Catarrhini,ortholog_one2one,97.8596,97.8596,100,100,1
ENSG00000115423,ENSG00000115423.19,ENST00000389394,ENST00000389394.8,ENSMNEG00000043693,DNAH6,Catarrhini,ortholog_one2one,97.8596,97.8596,100,100,1
ENSG00000115423,ENSG00000115423.19,ENST00000468661,ENST00000468661.1,ENSMNEG00000043693,DNAH6,Catarrhini,ortholog_one2one,97.8596,97.8596,100,100,1
ENSG00000115423,ENSG00000115423.19,ENST00000494025,ENST00000494025.1,ENSMNEG00000043693,DNAH6,Catarrhini,ortholog_one2one,97.8596,97.8596,100,100,1
ENSG00000115423,ENSG00000115423.19,ENST00000602588,ENST00000602588.1,ENSMNEG00000043693,DNAH6,Catarrhini,ortholog_one2one,97.8596,97.8596,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000392644,ENST00000392644.9,ENSMNEG00000037523,ARMC2,Catarrhini,ortholog_one2one,96.4245,89.6996,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000237512,ENST00000237512.4,ENSMNEG00000037523,ARMC2,Catarrhini,ortholog_one2one,96.4245,89.6996,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000414610,ENST00000414610.1,ENSMNEG00000037523,ARMC2,Catarrhini,ortholog_one2one,96.4245,89.6996,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000481850,ENST00000481850.1,ENSMNEG00000037523,ARMC2,Catarrhini,ortholog_one2one,96.4245,89.6996,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000368972,ENST00000368972.7,ENSMNEG00000037523,ARMC2,Catarrhini,ortholog_one2one,96.4245,89.6996,100,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554132,ENST00000554132.1,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000556265,ENST00000556265.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000555290,ENST00000555290.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000556977,ENST00000556977.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000556685,ENST00000556685.1,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000298832,ENST00000298832.14,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000557636,ENST00000557636.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000286650,ENST00000286650.9,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000556173,ENST00000556173.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554185,ENST00000554185.1,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000555422,ENST00000555422.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554935,ENST00000554935.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554148,ENST00000554148.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554878,ENST00000554878.1,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000556976,ENST00000556976.1,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000556893,ENST00000556893.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554510,ENST00000554510.5,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000555018,ENST00000555018.3,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000608522,ENST00000608522.2,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000557219,ENST00000557219.1,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554972,ENST00000554972.1,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554487,ENST00000554487.1,ENSMNEG00000037856,TTLL5,Catarrhini,ortholog_one2one,96.7994,95.092,75,100,1
ENSG00000120051,ENSG00000120051.15,ENST00000369704,ENST00000369704.8,ENSMNEG00000034236,CFAP58,Catarrhini,ortholog_one2one,97.7064,97.7064,100,100,1
ENSG00000120051,ENSG00000120051.15,ENST00000369703,ENST00000369703.1,ENSMNEG00000034236,CFAP58,Catarrhini,ortholog_one2one,97.7064,97.7064,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000470982,ENST00000470982.5,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000614641,ENST00000614641.4,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000242317,ENST00000242317.9,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000437363,ENST00000437363.5,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000488369,ENST00000488369.1,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000488790,ENST00000488790.1,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000470169,ENST00000470169.5,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000442556,ENST00000442556.1,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000485580,ENST00000485580.1,ENSMNEG00000044716,DNAI1,Catarrhini,ortholog_one2one,95.5651,95.4286,100,100,1
ENSG00000124721,ENSG00000124721.18,ENST00000327475,ENST00000327475.11,ENSMNEG00000033939,DNAH8,Catarrhini,ortholog_one2one,98.0242,98.0034,100,100,1
ENSG00000124721,ENSG00000124721.18,ENST00000373278,ENST00000373278.8,ENSMNEG00000033939,DNAH8,Catarrhini,ortholog_one2one,98.0242,98.0034,100,100,1
ENSG00000124721,ENSG00000124721.18,ENST00000449981,ENST00000449981.6,ENSMNEG00000033939,DNAH8,Catarrhini,ortholog_one2one,98.0242,98.0034,100,100,1
ENSG00000124721,ENSG00000124721.18,ENST00000359357,ENST00000359357.7,ENSMNEG00000033939,DNAH8,Catarrhini,ortholog_one2one,98.0242,98.0034,100,100,1
ENSG00000124721,ENSG00000124721.18,ENST00000394393,ENST00000394393.3,ENSMNEG00000033939,DNAH8,Catarrhini,ortholog_one2one,98.0242,98.0034,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000620350,ENST00000620350.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000618342,ENST00000618342.1,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000519595,ENST00000519595.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000522789,ENST00000522789.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000518642,ENST00000518642.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000250173,ENST00000250173.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000522597,ENST00000522597.1,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000519085,ENST00000519085.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000520446,ENST00000520446.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000523503,ENST00000523503.1,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000522584,ENST00000522584.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000521430,ENST00000521430.5,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000518101,ENST00000518101.1,ENSMNEG00000043558,LRRC6,Catarrhini,ortholog_one2one,95.7082,95.7082,100,100,1
ENSG00000129646,ENSG00000129646.16,ENST00000532549,ENST00000532549.2,ENSMNEG00000028124,QRICH2,Catarrhini,ortholog_one2one,81.929,84.4347,100,99.81,1
ENSG00000129646,ENSG00000129646.16,ENST00000636395,ENST00000636395.1,ENSMNEG00000028124,QRICH2,Catarrhini,ortholog_one2one,81.929,84.4347,100,99.81,1
ENSG00000129646,ENSG00000129646.16,ENST00000680821,ENST00000680821.2,ENSMNEG00000028124,QRICH2,Catarrhini,ortholog_one2one,81.929,84.4347,100,99.81,1
ENSG00000129646,ENSG00000129646.16,ENST00000447564,ENST00000447564.2,ENSMNEG00000028124,QRICH2,Catarrhini,ortholog_one2one,81.929,84.4347,100,99.81,1
ENSG00000129646,ENSG00000129646.16,ENST00000262765,ENST00000262765.10,ENSMNEG00000028124,QRICH2,Catarrhini,ortholog_one2one,81.929,84.4347,100,99.81,1
ENSG00000129646,ENSG00000129646.16,ENST00000524722,ENST00000524722.1,ENSMNEG00000028124,QRICH2,Catarrhini,ortholog_one2one,81.929,84.4347,100,99.81,1
ENSG00000130363,ENSG00000130363.13,ENST00000367069,ENST00000367069.7,ENSMNEG00000038143,RSPH3,Catarrhini,ortholog_one2one,94.9761,71.1469,50,100,1
ENSG00000130363,ENSG00000130363.13,ENST00000607398,ENST00000607398.1,ENSMNEG00000038143,RSPH3,Catarrhini,ortholog_one2one,94.9761,71.1469,50,100,1
ENSG00000130363,ENSG00000130363.13,ENST00000449822,ENST00000449822.5,ENSMNEG00000038143,RSPH3,Catarrhini,ortholog_one2one,94.9761,71.1469,50,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000253778,ENST00000253778.13,ENSMNEG00000030936,GFPT2,Catarrhini,ortholog_one2one,98.6804,98.6804,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000520165,ENST00000520165.1,ENSMNEG00000030936,GFPT2,Catarrhini,ortholog_one2one,98.6804,98.6804,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000510122,ENST00000510122.1,ENSMNEG00000030936,GFPT2,Catarrhini,ortholog_one2one,98.6804,98.6804,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000518906,ENST00000518906.1,ENSMNEG00000030936,GFPT2,Catarrhini,ortholog_one2one,98.6804,98.6804,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000518185,ENST00000518185.1,ENSMNEG00000030936,GFPT2,Catarrhini,ortholog_one2one,98.6804,98.6804,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000518158,ENST00000518158.5,ENSMNEG00000030936,GFPT2,Catarrhini,ortholog_one2one,98.6804,98.6804,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000503546,ENST00000503546.1,ENSMNEG00000030936,GFPT2,Catarrhini,ortholog_one2one,98.6804,98.6804,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000503228,ENST00000503228.1,ENSMNEG00000030936,GFPT2,Catarrhini,ortholog_one2one,98.6804,98.6804,100,100,1
ENSG00000134874,ENSG00000134874.18,ENST00000361396,ENST00000361396.6,ENSMNEG00000030661,DZIP1,Catarrhini,ortholog_one2one,96.3091,96.4203,100,100,1
ENSG00000134874,ENSG00000134874.18,ENST00000376829,ENST00000376829.7,ENSMNEG00000030661,DZIP1,Catarrhini,ortholog_one2one,96.3091,96.4203,100,100,1
ENSG00000134874,ENSG00000134874.18,ENST00000485031,ENST00000485031.5,ENSMNEG00000030661,DZIP1,Catarrhini,ortholog_one2one,96.3091,96.4203,100,100,1
ENSG00000134874,ENSG00000134874.18,ENST00000479518,ENST00000479518.1,ENSMNEG00000030661,DZIP1,Catarrhini,ortholog_one2one,96.3091,96.4203,100,100,1
ENSG00000134874,ENSG00000134874.18,ENST00000466569,ENST00000466569.1,ENSMNEG00000030661,DZIP1,Catarrhini,ortholog_one2one,96.3091,96.4203,100,100,1
ENSG00000134874,ENSG00000134874.18,ENST00000466027,ENST00000466027.1,ENSMNEG00000030661,DZIP1,Catarrhini,ortholog_one2one,96.3091,96.4203,100,100,1
ENSG00000134874,ENSG00000134874.18,ENST00000347108,ENST00000347108.7,ENSMNEG00000030661,DZIP1,Catarrhini,ortholog_one2one,96.3091,96.4203,100,100,1
ENSG00000134874,ENSG00000134874.18,ENST00000361156,ENST00000361156.7,ENSMNEG00000030661,DZIP1,Catarrhini,ortholog_one2one,96.3091,96.4203,100,100,1
ENSG00000137473,ENSG00000137473.19,ENST00000513335,ENST00000513335.5,ENSMNEG00000034118,TTC29,Catarrhini,ortholog_one2one,96,91.2,100,100,1
ENSG00000137473,ENSG00000137473.19,ENST00000325106,ENST00000325106.9,ENSMNEG00000034118,TTC29,Catarrhini,ortholog_one2one,96,91.2,100,100,1
ENSG00000137473,ENSG00000137473.19,ENST00000508306,ENST00000508306.5,ENSMNEG00000034118,TTC29,Catarrhini,ortholog_one2one,96,91.2,100,100,1
ENSG00000137473,ENSG00000137473.19,ENST00000504425,ENST00000504425.5,ENSMNEG00000034118,TTC29,Catarrhini,ortholog_one2one,96,91.2,100,100,1
ENSG00000137473,ENSG00000137473.19,ENST00000504272,ENST00000504272.2,ENSMNEG00000034118,TTC29,Catarrhini,ortholog_one2one,96,91.2,100,100,1
ENSG00000137473,ENSG00000137473.19,ENST00000506019,ENST00000506019.1,ENSMNEG00000034118,TTC29,Catarrhini,ortholog_one2one,96,91.2,100,100,1
ENSG00000137473,ENSG00000137473.19,ENST00000515315,ENST00000515315.1,ENSMNEG00000034118,TTC29,Catarrhini,ortholog_one2one,96,91.2,100,100,1
ENSG00000137473,ENSG00000137473.19,ENST00000502319,ENST00000502319.1,ENSMNEG00000034118,TTC29,Catarrhini,ortholog_one2one,96,91.2,100,100,1
ENSG00000137691,ENSG00000137691.13,ENST00000434758,ENST00000434758.7,ENSMNEG00000038673,CFAP300,Catarrhini,ortholog_one2one,97.0037,97.0037,75,100,1
ENSG00000137691,ENSG00000137691.13,ENST00000526781,ENST00000526781.5,ENSMNEG00000038673,CFAP300,Catarrhini,ortholog_one2one,97.0037,97.0037,75,100,1
ENSG00000137691,ENSG00000137691.13,ENST00000534360,ENST00000534360.1,ENSMNEG00000038673,CFAP300,Catarrhini,ortholog_one2one,97.0037,97.0037,75,100,1
ENSG00000137691,ENSG00000137691.13,ENST00000530659,ENST00000530659.1,ENSMNEG00000038673,CFAP300,Catarrhini,ortholog_one2one,97.0037,97.0037,75,100,1
ENSG00000137691,ENSG00000137691.13,ENST00000529204,ENST00000529204.1,ENSMNEG00000038673,CFAP300,Catarrhini,ortholog_one2one,97.0037,97.0037,75,100,1
ENSG00000140057,ENSG00000140057.9,ENST00000267584,ENST00000267584.9,ENSMNEG00000034244,AK7,Catarrhini,ortholog_one2one,87.2752,96.7791,100,100,1
ENSG00000140057,ENSG00000140057.9,ENST00000555570,ENST00000555570.1,ENSMNEG00000034244,AK7,Catarrhini,ortholog_one2one,87.2752,96.7791,100,100,1
ENSG00000140057,ENSG00000140057.9,ENST00000556643,ENST00000556643.1,ENSMNEG00000034244,AK7,Catarrhini,ortholog_one2one,87.2752,96.7791,100,100,1
ENSG00000140057,ENSG00000140057.9,ENST00000554313,ENST00000554313.1,ENSMNEG00000034244,AK7,Catarrhini,ortholog_one2one,87.2752,96.7791,100,100,1
ENSG00000140057,ENSG00000140057.9,ENST00000554706,ENST00000554706.1,ENSMNEG00000034244,AK7,Catarrhini,ortholog_one2one,87.2752,96.7791,100,100,1
ENSG00000140623,ENSG00000140623.14,ENST00000588241,ENST00000588241.5,ENSMNEG00000028232,SEPTIN12,Catarrhini,ortholog_one2one,75.1397,86.2179,100,100,1
ENSG00000140623,ENSG00000140623.14,ENST00000396693,ENST00000396693.9,ENSMNEG00000028232,SEPTIN12,Catarrhini,ortholog_one2one,75.1397,86.2179,100,100,1
ENSG00000140623,ENSG00000140623.14,ENST00000268231,ENST00000268231.13,ENSMNEG00000028232,SEPTIN12,Catarrhini,ortholog_one2one,75.1397,86.2179,100,100,1
ENSG00000140623,ENSG00000140623.14,ENST00000587603,ENST00000587603.5,ENSMNEG00000028232,SEPTIN12,Catarrhini,ortholog_one2one,75.1397,86.2179,100,100,1
ENSG00000140623,ENSG00000140623.14,ENST00000590741,ENST00000590741.5,ENSMNEG00000028232,SEPTIN12,Catarrhini,ortholog_one2one,75.1397,86.2179,100,100,1
ENSG00000140623,ENSG00000140623.14,ENST00000591861,ENST00000591861.5,ENSMNEG00000028232,SEPTIN12,Catarrhini,ortholog_one2one,75.1397,86.2179,100,100,1
ENSG00000140623,ENSG00000140623.14,ENST00000590303,ENST00000590303.1,ENSMNEG00000028232,SEPTIN12,Catarrhini,ortholog_one2one,75.1397,86.2179,100,100,1
ENSG00000140623,ENSG00000140623.14,ENST00000591624,ENST00000591624.1,ENSMNEG00000028232,SEPTIN12,Catarrhini,ortholog_one2one,75.1397,86.2179,100,100,1
ENSG00000141013,ENSG00000141013.17,ENST00000563980,ENST00000563980.5,ENSMNEG00000025028,GAS8,Catarrhini,ortholog_one2one,93.5146,96.5443,50,99.8,1
ENSG00000141013,ENSG00000141013.17,ENST00000565957,ENST00000565957.5,ENSMNEG00000025028,GAS8,Catarrhini,ortholog_one2one,93.5146,96.5443,50,99.8,1
ENSG00000141013,ENSG00000141013.17,ENST00000536122,ENST00000536122.7,ENSMNEG00000025028,GAS8,Catarrhini,ortholog_one2one,93.5146,96.5443,50,99.8,1
ENSG00000141013,ENSG00000141013.17,ENST00000568705,ENST00000568705.5,ENSMNEG00000025028,GAS8,Catarrhini,ortholog_one2one,93.5146,96.5443,50,99.8,1
ENSG00000141013,ENSG00000141013.17,ENST00000568664,ENST00000568664.5,ENSMNEG00000025028,GAS8,Catarrhini,ortholog_one2one,93.5146,96.5443,50,99.8,1
ENSG00000141013,ENSG00000141013.17,ENST00000561675,ENST00000561675.1,ENSMNEG00000025028,GAS8,Catarrhini,ortholog_one2one,93.5146,96.5443,50,99.8,1
